Umrechnung avg;category AVG;category HR;Value HR;HR;Number of Players;avg (Partition) 2;avg (Partition);avg;handedness;height (Partition);height;Group Top 100 AVG;Group Top 10 HR;Group Top 100 HR;Group Top 10 AVG;name;weight (Partition);weight
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jeff Bettendorf;Jeff Bettendorf;176;180
26,1;Normal;Top;240-269;240;1;0.260 - 0.279;0.26;0,261;right;71.28;73;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jeff Burroughs;Jeff Burroughs;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jeff Byrd;Jeff Byrd;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Jeff Holly;Jeff Holly;208;210
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jeff Jones;Jeff Jones;208;210
22,4;Normal;Normal;60-89;63;1;0.220 - 0.239;0.22;0,224;right;73.26;74;Andere;Andere;Andere;Jeff Newman;Jeff Newman;208;215
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Jeff Peterek;Jeff Peterek;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jeff Richardson;Jeff Richardson;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;76;Andere;Andere;Andere;Jeff Rineer;Jeff Rineer;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Jeff Schattinger;Jeff Schattinger;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;75;Andere;Andere;Andere;Jeff Schneider;Jeff Schneider;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Jeff Sellers;Jeff Sellers;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jeff Shaver;Jeff Shaver;192;195
27,7;Top;Normal;0-29;11;1;0.260 - 0.279;0.26;0,277;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Jeff Stone;Jeff Stone;168;175
21,4;Normal;Normal;0-29;8;1;0.200 - 0.219;0.20;0,214;right;71.28;72;Andere;Andere;Andere;Jeff Torborg;Jeff Torborg;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Jeff Twitty;Jeff Twitty;184;185
26,6;Normal;Normal;120-149;144;1;0.260 - 0.279;0.26;0,266;right;73.26;74;Andere;Andere;Andere;Jeffrey Leonard;Jeffrey Leonard;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;72;Andere;Andere;Andere;Jerry Augustine;Jerry Augustine;176;183
22;Normal;Normal;0-29;22;1;0.220 - 0.239;0.22;0,22;right;69.30;71;Andere;Andere;Andere;Jerry Buchek;Jerry Buchek;184;185
23,4;Normal;Normal;0-29;3;1;0.220 - 0.239;0.22;0,234;right;73.26;74;Andere;Andere;Andere;Jerry Dybzinski;Jerry Dybzinski;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;75;Andere;Andere;Andere;Jerry Garvin;Jerry Garvin;192;195
25,2;Normal;Normal;30-59;39;1;0.240 - 0.259;0.24;0,252;right;69.30;70;Andere;Andere;Andere;Jerry Grote;Jerry Grote;184;185
25,8;Normal;Normal;30-59;30;1;0.240 - 0.259;0.24;0,258;both;69.30;70;Andere;Andere;Andere;Jerry Hairston;Jerry Hairston;168;170
23,7;Normal;Normal;0-29;7;1;0.220 - 0.239;0.22;0,237;left;71.28;73;Andere;Andere;Andere;Jerry Kenney;Jerry Kenney;168;170
11,9;Normal;Normal;0-29;2;1;0.100 - 0.119;0.10;0,119;right;73.26;74;Andere;Andere;Andere;Jerry Koosman;Jerry Koosman;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;73;Andere;Andere;Andere;Jerry Kutzler;Jerry Kutzler;168;175
25,1;Normal;Normal;60-89;85;1;0.240 - 0.259;0.24;0,251;right;71.28;73;Andere;Andere;Andere;Jerry Martin;Jerry Martin;192;195
23,4;Normal;Normal;0-29;15;1;0.220 - 0.239;0.22;0,234;right;73.26;74;Andere;Andere;Andere;Jerry May;Jerry May;184;190
23,7;Normal;Normal;0-29;27;1;0.220 - 0.239;0.22;0,237;right;71.28;72;Andere;Andere;Andere;Jerry McNertney;Jerry McNertney;176;180
25,9;Normal;Normal;90-119;95;1;0.240 - 0.259;0.24;0,259;right;69.30;70;Andere;Andere;Andere;Jerry Morales;Jerry Morales;152;155
25,1;Normal;Normal;0-29;25;1;0.240 - 0.259;0.24;0,251;right;73.26;75;Andere;Andere;Andere;Jerry Moses;Jerry Moses;208;210
28,9;Top;Normal;60-89;70;1;0.280 - 0.299;0.28;0,289;both;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Jerry Mumphrey;Jerry Mumphrey;184;185
21,1;Normal;Normal;0-29;21;1;0.200 - 0.219;0.20;0,211;left;73.26;75;Andere;Andere;Andere;Jerry Narron;Jerry Narron;200;205
27,5;Normal;Normal;0-29;7;1;0.260 - 0.279;0.26;0,275;left;67.32;69;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Jerry Remy;Jerry Remy;160;165
16,7;Normal;Normal;0-29;1;1;0.160 - 0.179;0.16;0,167;left;75.24;77;Andere;Andere;Andere;Jerry Reuss;Jerry Reuss;200;200
24,9;Normal;Normal;30-59;40;1;0.240 - 0.259;0.24;0,249;right;71.28;72;Andere;Andere;Andere;Jerry Royster;Jerry Royster;160;165
25,3;Normal;Normal;0-29;4;1;0.240 - 0.259;0.24;0,253;right;69.30;71;Andere;Andere;Andere;Jerry Terrell;Jerry Terrell;160;165
25,7;Normal;Normal;30-59;45;1;0.240 - 0.259;0.24;0,257;left;67.32;69;Andere;Andere;Andere;Jerry Turner;Jerry Turner;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Jerry Ujdur;Jerry Ujdur;192;195
25,3;Normal;Normal;0-29;21;1;0.240 - 0.259;0.24;0,253;both;69.30;70;Andere;Andere;Andere;Jerry White;Jerry White;160;164
20,4;Normal;Normal;0-29;3;1;0.200 - 0.219;0.20;0,204;right;73.26;74;Andere;Andere;Andere;Jerry Zimmerman;Jerry Zimmerman;184;185
25,1;Normal;Normal;0-29;26;1;0.240 - 0.259;0.24;0,251;left;69.30;70;Andere;Andere;Andere;Jesse Gonder;Jesse Gonder;176;180
28;Top;Normal;30-59;32;1;0.280 - 0.299;0.28;0,28;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Jesus Alou;Jesus Alou;184;190
21,8;Normal;Normal;0-29;13;1;0.200 - 0.219;0.20;0,218;right;71.28;72;Andere;Andere;Andere;Jim Anderson;Jim Anderson;168;170
16,2;Normal;Normal;0-29;1;1;0.160 - 0.179;0.16;0,162;right;73.26;75;Andere;Andere;Andere;Jim Barr;Jim Barr;200;205
23,1;Normal;Normal;0-29;14;1;0.220 - 0.239;0.22;0,231;right;73.26;74;Andere;Andere;Andere;Jim Beauchamp;Jim Beauchamp;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jim Burton;Jim Burton;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;69.30;71;Andere;Andere;Andere;Jim Campbell;Jim Campbell;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;77.22;79;Andere;Andere;Andere;Jim Dorsey;Jim Dorsey;184;190
26;Normal;Normal;60-89;77;1;0.260 - 0.279;0.26;0,26;left;69.30;70;Andere;Andere;Andere;Jim Dwyer;Jim Dwyer;160;165
24,4;Normal;Normal;30-59;33;1;0.240 - 0.259;0.24;0,244;right;73.26;74;Andere;Andere;Andere;Jim Essian;Jim Essian;192;195
23,5;Normal;Normal;0-29;7;1;0.220 - 0.239;0.22;0,235;left;69.30;70;Andere;Andere;Andere;Jim Fairey;Jim Fairey;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Jim Farr;Jim Farr;192;195
26,5;Normal;Top;150-179;151;1;0.260 - 0.279;0.26;0,265;right;71.28;73;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jim Fregosi;Jim Fregosi;184;190
19,6;Normal;Normal;0-29;5;1;0.180 - 0.199;0.18;0,196;left;67.32;68;Andere;Andere;Andere;Jim French;Jim French;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jim Gideon;Jim Gideon;184;190
22,6;Normal;Normal;30-59;30;1;0.220 - 0.239;0.22;0,226;left;69.30;71;Andere;Andere;Andere;Jim Gosger;Jim Gosger;184;185
25,2;Normal;Top;150-179;159;1;0.240 - 0.259;0.24;0,252;right;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jim Hickman;Jim Hickman;192;192
26,5;Normal;Normal;0-29;19;1;0.260 - 0.279;0.26;0,265;left;71.28;72;Andere;Andere;Andere;Jim Holt;Jim Holt;176;180
25,1;Normal;Normal;60-89;74;1;0.240 - 0.259;0.24;0,251;both;71.28;72;Andere;Andere;Andere;Jim Lefebvre;Jim Lefebvre;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Jim Lewis;Jim Lewis;184;190
13,6;Normal;Normal;0-29;3;1;0.120 - 0.139;0.12;0,136;right;75.24;77;Andere;Andere;Andere;Jim Lonborg;Jim Lonborg;200;200
24,8;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,248;left;71.28;72;Andere;Andere;Andere;Jim Lyttle;Jim Lyttle;176;180
20,1;Normal;Normal;0-29;7;1;0.200 - 0.219;0.20;0,201;left;73.26;74;Andere;Andere;Andere;Jim Maloney;Jim Maloney;184;190
20,3;Normal;Normal;0-29;12;1;0.200 - 0.219;0.20;0,203;left;73.26;74;Andere;Andere;Andere;Jim Mason;Jim Mason;184;185
26;Normal;Normal;90-119;112;1;0.260 - 0.279;0.26;0,26;right;69.30;71;Andere;Andere;Andere;Jim Morrison;Jim Morrison;168;175
22;Normal;Normal;0-29;16;1;0.220 - 0.239;0.22;0,22;left;71.28;72;Andere;Andere;Andere;Jim Nettles;Jim Nettles;184;186
26,4;Normal;Normal;0-29;7;1;0.260 - 0.279;0.26;0,264;left;69.30;70;Andere;Andere;Andere;Jim Norris;Jim Norris;168;175
26,7;Normal;Top;150-179;153;1;0.260 - 0.279;0.26;0,267;left;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jim Northrup;Jim Northrup;184;190
25;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,25;right;69.30;70;Andere;Andere;Andere;Jim Pankovits;Jim Pankovits;168;170
21,4;Normal;Normal;0-29;18;1;0.200 - 0.219;0.20;0,214;right;71.28;72;Andere;Andere;Andere;Jim Price;Jim Price;192;192
27,8;Top;Top;150-179;170;1;0.260 - 0.279;0.26;0,278;right;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jim Ray Hart;Jim Ray Hart;184;185
29,8;Top;Top;360-389;382;1;0.280 - 0.299;0.28;0,298;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Carl Yastrzemski, Darrell Evans, Dave Kingman und 7 mehr;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jim Rice;Jim Rice;200;200
20,1;Normal;Normal;0-29;7;1;0.200 - 0.219;0.20;0,201;right;71.28;72;Andere;Andere;Andere;Jim Rooker;Jim Rooker;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Jim Siwy;Jim Siwy;200;200
25;Normal;Normal;120-149;146;1;0.240 - 0.259;0.24;0,25;left;73.26;74;Andere;Andere;Andere;Jim Spencer;Jim Spencer;192;195
24,8;Normal;Normal;90-119;95;1;0.240 - 0.259;0.24;0,248;right;71.28;72;Andere;Andere;Andere;Jim Sundberg;Jim Sundberg;184;190
22,7;Normal;Normal;0-29;27;1;0.220 - 0.239;0.22;0,227;left;71.28;72;Andere;Andere;Andere;Jim Traber;Jim Traber;192;194
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;77.22;78;Andere;Andere;Andere;Jim Umbarger;Jim Umbarger;200;200
26;Normal;Normal;0-29;21;1;0.260 - 0.279;0.26;0,26;right;69.30;71;Andere;Andere;Andere;Jim Wohlford;Jim Wohlford;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;77;Andere;Andere;Andere;Jim Wright;Jim Wright;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Jim Wright;Jim Wright;160;165
25,4;Normal;Normal;120-149;121;1;0.240 - 0.259;0.24;0,254;left;71.28;72;Andere;Andere;Andere;Jimmie Hall;Jimmie Hall;168;175
22,3;Normal;Normal;0-29;11;1;0.220 - 0.239;0.22;0,223;right;67.32;69;Andere;Andere;Andere;Jimmie Schaffer;Jimmie Schaffer;168;170
23,7;Normal;Normal;0-29;8;1;0.220 - 0.239;0.22;0,237;both;71.28;72;Andere;Andere;Andere;Jimmy Stewart;Jimmy Stewart;160;165
25;Normal;Top;270-299;291;1;0.240 - 0.259;0.24;0,25;right;69.30;70;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jimmy Wynn;Jimmy Wynn;160;160
12,7;Normal;Normal;0-29;5;1;0.120 - 0.139;0.12;0,127;both;71.28;72;Andere;Andere;Andere;Joaquin Andujar;Joaquin Andujar;168;170
24,5;Normal;Normal;120-149;127;1;0.240 - 0.259;0.24;0,245;right;75.24;76;Andere;Andere;Andere;Jody Davis;Jody Davis;192;192
25,2;Normal;Normal;30-59;50;1;0.240 - 0.259;0.24;0,252;right;71.28;72;Andere;Andere;Andere;Joe Azcue;Joe Azcue;184;190
26,6;Normal;Normal;0-29;29;1;0.260 - 0.279;0.26;0,266;right;73.26;74;Andere;Andere;Andere;Joe Charboneau;Joe Charboneau;200;205
24;Normal;Normal;120-149;122;1;0.240 - 0.259;0.24;0,24;right;73.26;74;Andere;Andere;Andere;Joe Ferguson;Joe Ferguson;200;200
24,8;Normal;Normal;30-59;58;1;0.240 - 0.259;0.24;0,248;right;71.28;72;Andere;Andere;Andere;Joe Foy;Joe Foy;208;215
24,1;Normal;Normal;0-29;21;1;0.240 - 0.259;0.24;0,241;right;71.28;73;Andere;Andere;Andere;Joe Gaines;Joe Gaines;184;190
23,9;Normal;Normal;30-59;40;1;0.220 - 0.239;0.22;0,239;left;71.28;72;Andere;Andere;Andere;Joe Hague;Joe Hague;192;195
13,4;Normal;Normal;0-29;0;1;0.120 - 0.139;0.12;0,134;right;71.28;72;Andere;Andere;Andere;Joe Horlen;Joe Horlen;168;170
24,6;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,246;left;71.28;72;Andere;Andere;Andere;Joe Keough;Joe Keough;184;185
22,3;Normal;Normal;60-89;65;1;0.220 - 0.239;0.22;0,223;left;71.28;73;Andere;Andere;Andere;Joe Lahoud;Joe Lahoud;192;198
25,8;Normal;Normal;30-59;31;1;0.240 - 0.259;0.24;0,258;left;69.30;70;Andere;Andere;Andere;Joe Lefebvre;Joe Lefebvre;168;170
23,3;Normal;Normal;30-59;32;1;0.220 - 0.239;0.22;0,233;right;71.28;72;Andere;Andere;Andere;Joe Lis;Joe Lis;168;175
21,6;Normal;Normal;0-29;4;1;0.200 - 0.219;0.20;0,216;both;71.28;72;Andere;Andere;Andere;Joe Lovitto;Joe Lovitto;184;185
27,1;Normal;Top;240-269;268;1;0.260 - 0.279;0.26;0,271;left;65.34;67;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Joe Morgan;Joe Morgan;160;160
15,6;Normal;Normal;0-29;1;1;0.140 - 0.159;0.14;0,156;right;71.28;73;Andere;Andere;Andere;Joe Niekro;Joe Niekro;184;185
26,3;Normal;Normal;0-29;27;1;0.260 - 0.279;0.26;0,263;left;69.30;71;Andere;Andere;Andere;Joe Nolan;Joe Nolan;168;175
22,8;Normal;Normal;0-29;3;1;0.220 - 0.239;0.22;0,228;right;71.28;72;Andere;Andere;Andere;Joe Nossek;Joe Nossek;176;178
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;69.30;71;Andere;Andere;Andere;Joe Pactwa;Joe Pactwa;184;185
25,8;Normal;Top;210-239;219;1;0.240 - 0.259;0.24;0,258;left;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Joe Pepitone;Joe Pepitone;184;185
26,4;Normal;Top;150-179;179;1;0.260 - 0.279;0.26;0,264;right;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Joe Rudi;Joe Rudi;200;200
24,2;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,242;left;73.26;75;Andere;Andere;Andere;Joe Simpson;Joe Simpson;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Joe Skalski;Joe Skalski;184;190
25;Normal;Normal;0-29;1;1;0.240 - 0.259;0.24;0,25;right;69.30;70;Andere;Andere;Andere;Joe Strain;Joe Strain;168;169
29,7;Top;Top;240-269;252;1;0.280 - 0.299;0.28;0,297;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Joe Torre;Joe Torre;208;212
24,4;Normal;Normal;0-29;16;1;0.240 - 0.259;0.24;0,244;both;69.30;71;Andere;Andere;Andere;Joe Wallis;Joe Wallis;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Joel Davis;Joel Davis;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;72;Andere;Andere;Andere;Joel McKeon;Joel McKeon;184;185
26,5;Normal;Normal;60-89;80;1;0.260 - 0.279;0.26;0,265;right;71.28;72;Andere;Andere;Andere;Joel Youngblood;Joel Youngblood;176;180
23;Normal;Normal;60-89;81;1;0.220 - 0.239;0.22;0,23;right;73.26;75;Andere;Andere;Andere;John Bateman;John Bateman;208;210
21,9;Normal;Normal;0-29;26;1;0.200 - 0.219;0.20;0,219;right;71.28;73;Andere;Andere;Andere;John Boccabella;John Boccabella;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;71.28;72;Andere;Andere;Andere;John Bohnet;John Bohnet;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;John Butcher;John Butcher;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;John Caneira;John Caneira;176;180
27,8;Top;Normal;30-59;41;1;0.260 - 0.279;0.26;0,278;right;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;John Castino;John Castino;168;175
17;Normal;Normal;0-29;0;1;0.160 - 0.179;0.16;0,17;right;73.26;75;Andere;Andere;Andere;John Denny;John Denny;184;185
23,8;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,238;left;69.30;71;Andere;Andere;Andere;John Donaldson;John Donaldson;160;160
26,2;Normal;Normal;60-89;69;1;0.260 - 0.279;0.26;0,262;right;73.26;74;Andere;Andere;Andere;John Ellis;John Ellis;224;225
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;John Flinn;John Flinn;168;175
20,1;Normal;Normal;0-29;14;1;0.200 - 0.219;0.20;0,201;left;73.26;74;Andere;Andere;Andere;John Hale;John Hale;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;John Hobbs;John Hobbs;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;John Hoover;John Hoover;184;190
22,5;Normal;Normal;30-59;32;1;0.220 - 0.239;0.22;0,225;right;71.28;72;Andere;Andere;Andere;John Kennedy;John Kennedy;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;73;Andere;Andere;Andere;John LaRose;John LaRose;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;John Leister;John Leister;200;200
25,3;Normal;Normal;90-119;116;1;0.240 - 0.259;0.24;0,253;left;71.28;72;Andere;Andere;Andere;John Lowenstein;John Lowenstein;168;175
25,3;Normal;Top;240-269;255;1;0.240 - 0.259;0.24;0,253;left;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;John Mayberry;John Mayberry;208;215
24,9;Normal;Normal;120-149;131;1;0.240 - 0.259;0.24;0,249;left;71.28;72;Andere;Andere;Andere;John Milner;John Milner;184;185
24,9;Normal;Normal;30-59;40;1;0.240 - 0.259;0.24;0,249;right;73.26;75;Andere;Andere;Andere;John Orsino;John Orsino;208;215
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;John Pawlowski;John Pawlowski;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;John Poloni;John Poloni;208;210
26;Normal;Normal;30-59;46;1;0.260 - 0.279;0.26;0,26;right;71.28;72;Andere;Andere;Andere;John Stearns;John Stearns;184;185
21,6;Normal;Normal;0-29;12;1;0.200 - 0.219;0.20;0,216;left;69.30;71;Andere;Andere;Andere;John Stephenson;John Stephenson;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;John Trautwein;John Trautwein;200;205
16,1;Normal;Normal;0-29;6;1;0.160 - 0.179;0.16;0,161;right;71.28;73;Andere;Andere;Andere;John Vukovich;John Vukovich;184;187
26,2;Normal;Normal;0-29;21;1;0.260 - 0.279;0.26;0,262;right;73.26;74;Andere;Andere;Andere;John Wathan;John Wathan;200;205
26,2;Normal;Normal;60-89;86;1;0.260 - 0.279;0.26;0,262;right;71.28;72;Andere;Andere;Andere;John Wockenfuss;John Wockenfuss;184;190
22,2;Normal;Normal;0-29;22;1;0.220 - 0.239;0.22;0,222;right;73.26;74;Andere;Andere;Andere;Johnnie LeMaster;Johnnie LeMaster;160;165
26,7;Normal;Top;360-389;389;1;0.260 - 0.279;0.26;0,267;right;71.28;73;Andere;Carl Yastrzemski, Darrell Evans, Dave Kingman und 7 mehr;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Johnny Bench;Johnny Bench;192;197
25,3;Normal;Normal;120-149;139;1;0.240 - 0.259;0.24;0,253;left;71.28;73;Andere;Andere;Andere;Johnny Briggs;Johnny Briggs;184;190
24,2;Normal;Normal;60-89;81;1;0.240 - 0.259;0.24;0,242;left;75.24;76;Andere;Andere;Andere;Johnny Edwards;Johnny Edwards;216;220
27,8;Top;Normal;90-119;99;1;0.260 - 0.279;0.26;0,278;left;73.26;75;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Johnny Grubb;Johnny Grubb;168;175
24,4;Normal;Normal;0-29;18;1;0.240 - 0.259;0.24;0,244;right;71.28;73;Andere;Andere;Andere;Johnny Jeter;Johnny Jeter;176;180
22,7;Normal;Normal;0-29;22;1;0.220 - 0.239;0.22;0,227;left;71.28;73;Andere;Andere;Andere;Johnny Lewis;Johnny Lewis;184;189
25;Normal;Normal;0-29;14;1;0.240 - 0.259;0.24;0,25;left;69.30;71;Andere;Andere;Andere;Johnny Oates;Johnny Oates;184;188
29;Top;Normal;30-59;53;1;0.280 - 0.299;0.28;0,29;both;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Johnny Ray;Johnny Ray;168;170
27,8;Top;Normal;120-149;130;1;0.260 - 0.279;0.26;0,278;left;69.30;70;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Jorge Orta;Jorge Orta;168;170
21,5;Normal;Normal;0-29;1;1;0.200 - 0.219;0.20;0,215;right;73.26;75;Andere;Andere;Andere;Jose Arcia;Jose Arcia;168;170
27,5;Normal;Normal;120-149;138;1;0.260 - 0.279;0.26;0,275;right;69.30;70;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Jose Cardenal;Jose Cardenal;144;150
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Jose Cecena;Jose Cecena;176;180
28,4;Top;Top;150-179;165;1;0.280 - 0.299;0.28;0,284;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jose Cruz;Jose Cruz;168;170
28,7;Top;Normal;0-29;26;1;0.280 - 0.299;0.28;0,287;right;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Jose Morales;Jose Morales;184;187
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Jose Roman;Jose Roman;168;175
26,1;Normal;Normal;0-29;2;1;0.260 - 0.279;0.26;0,261;left;69.30;71;Andere;Andere;Andere;Jose Tartabull;Jose Tartabull;160;165
27,4;Normal;Normal;60-89;79;1;0.260 - 0.279;0.26;0,274;right;69.30;71;Andere;Andere;Andere;Juan Beniquez;Juan Beniquez;144;150
25,6;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,256;right;67.32;69;Andere;Andere;Andere;Juan Bonilla;Juan Bonilla;168;170
16,5;Normal;Normal;0-29;4;1;0.160 - 0.179;0.16;0,165;right;71.28;72;Andere;Andere;Andere;Juan Marichal;Juan Marichal;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;75;Andere;Andere;Andere;Juan Nieves;Juan Nieves;168;175
25,7;Normal;Normal;60-89;78;1;0.240 - 0.259;0.24;0,257;right;71.28;73;Andere;Andere;Andere;Julian Javier;Julian Javier;168;175
23,7;Normal;Normal;0-29;23;1;0.220 - 0.239;0.22;0,237;both;67.32;69;Andere;Andere;Andere;Julio Cruz;Julio Cruz;160;165
23,5;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,235;right;69.30;71;Andere;Andere;Andere;Julio Gonzalez;Julio Gonzalez;160;162
26;Normal;Normal;0-29;6;1;0.260 - 0.279;0.26;0,26;right;71.28;72;Andere;Andere;Andere;Julio Gotay;Julio Gotay;176;180
24,8;Normal;Normal;0-29;4;1;0.240 - 0.259;0.24;0,248;right;69.30;71;Andere;Andere;Andere;Junior Kennedy;Junior Kennedy;168;175
26,4;Normal;Normal;0-29;7;1;0.260 - 0.279;0.26;0,264;right;69.30;71;Andere;Andere;Andere;Junior Moore;Junior Moore;184;185
